iter	Logloss
279	0.178725934
280	0.1781824219
281	0.1777575056
282	0.1770293732
283	0.1765988716
284	0.1761342306
285	0.1757493312
286	0.1753615591
287	0.1750182209
288	0.174539815
289	0.1741460076
290	0.1734142567
291	0.1730252551
292	0.1724046967
293	0.1719170691
294	0.1715933232
295	0.1712253882
296	0.1708606725
297	0.1704963884
298	0.1701496841
299	0.1698024307
300	0.1693655342
301	0.1689950684
302	0.1685118166
303	0.1681324324
304	0.1677254129
305	0.1673091321
306	0.1668950687
307	0.1665084075
308	0.1662642213
309	0.1657470711
310	0.1653001581
311	0.1649945579
312	0.1647200676
313	0.1643198894
314	0.163963088
315	0.1634798582
316	0.1630504702
317	0.1626993338
318	0.1620342875
319	0.1617092327
320	0.1612472694
321	0.16099448
322	0.1606990265
323	0.1603750294
324	0.1600763537
325	0.1595870143
326	0.1591336396
327	0.1587414364
328	0.1582371314
329	0.15784428
330	0.1574510626
331	0.1570838764
332	0.156817761
333	0.1564154242
334	0.1561698104
335	0.1557398159
336	0.1553675268
337	0.1549130675
338	0.1545682499
339	0.1542831058
340	0.1539517341
341	0.1535779082
342	0.153342292
343	0.1529113452
344	0.1525594112
345	0.1521919011
346	0.1517866929
347	0.1515197304
348	0.1511720721
349	0.1509392717
350	0.150577194
351	0.1500944827
352	0.1498028007
353	0.149439097
354	0.1490715955
355	0.1486513254
356	0.1482479369
357	0.1479340518
358	0.1476928371
359	0.1473722074
360	0.1470475673
361	0.1468413541
362	0.1466121719
363	0.1463740487
364	0.1460129227
365	0.1456211499
366	0.1452286078
367	0.1449171628
368	0.1447348892
369	0.1444782643
370	0.1441520577
371	0.1439004512
372	0.1436640698
373	0.1432467756
374	0.1429242164
375	0.1425690154
376	0.14232365
377	0.1419671927
378	0.1416432156
379	0.141348197
380	0.1411047866
381	0.1407490354
382	0.140419246
383	0.1401626944
384	0.1399139196
385	0.1395884085
386	0.1393062416
387	0.1389223629
388	0.1386977239
389	0.138412555
390	0.1380210848
391	0.1376510843
392	0.1373136408
393	0.1370300867
394	0.1367642984
395	0.1364764938
396	0.1362257471
397	0.1360998227
398	0.1357803533
399	0.1354967096
400	0.1352193981
401	0.1349495362
402	0.134624099
403	0.1343530914
404	0.1340788938
405	0.1338214327
406	0.1334183148
407	0.1332250469
408	0.1329674643
409	0.1327993653
410	0.1326302844
411	0.1323508636
412	0.1319886073
413	0.1316599706
414	0.1314774647
415	0.1312552761
416	0.1308871765
417	0.1306319847
418	0.1303612208
419	0.130085352
420	0.1297634857
421	0.1295098377
422	0.1293480851
423	0.1290989867
424	0.1288154436
425	0.1284905653
426	0.1281699727
427	0.1279593658
428	0.1276963836
429	0.1274346229
430	0.1271551263
431	0.1269098859
432	0.1265396888
433	0.1261428933
434	0.1258690738
435	0.1256481557
436	0.125317264
437	0.1250292032
438	0.1248732959
439	0.1247258989
440	0.1245192055
441	0.1242347148
442	0.1241219327
443	0.1239620674
444	0.1237400889
445	0.1234101085
446	0.1230996778
447	0.1228668922
448	0.1226470352
449	0.1224577093
450	0.1222663868
451	0.1219845809
452	0.1217417365
453	0.1214149402
454	0.1210914701
455	0.1209116891
456	0.1206515045
457	0.1203822892
458	0.1201971418
459	0.1199539531
460	0.1197456912
461	0.119464219
462	0.119272427
463	0.1190470287
464	0.1187177242
465	0.1184932651
466	0.1183405793
467	0.1180607274
468	0.1178810311
469	0.1176642479
470	0.117424721
471	0.117084225
472	0.1169015031
473	0.116566976
474	0.116275154
475	0.1160429838
476	0.1158807856
477	0.1157213966
478	0.1155176207
479	0.1153014784
480	0.1150076306
481	0.1148197756
482	0.1146473874
483	0.1144496301
484	0.1141317797
485	0.1139061278
486	0.1136546511
487	0.1134659973
488	0.1131848236
489	0.1129502486
490	0.1127981394
491	0.1125505145
492	0.1122015922
493	0.1119621575
494	0.1117348467
495	0.1115785489
496	0.1114048356
497	0.1111880903
498	0.1109521826
499	0.1107534551
500	0.1105456457
501	0.1104223948
502	0.1101899903
503	0.1099363024
504	0.109716101
505	0.1094628514
506	0.1092265284
507	0.1090435631
508	0.1087694201
509	0.1085217282
510	0.1082273843
511	0.1079895485
512	0.1077361932
513	0.1075722833
514	0.1072218426
515	0.1069861686
516	0.1068380444
517	0.1066005604
518	0.1063811133
519	0.1061331353
520	0.1059901264
521	0.1057370159
522	0.1054513337
523	0.105304727
524	0.1050269575
525	0.1048575057
526	0.1047310616
527	0.1045490694
528	0.1044003625
529	0.1042729249
530	0.1040523637
531	0.1038524707
532	0.1036512027
533	0.1034024615
534	0.1032024525
535	0.1030090082
536	0.1027795424
537	0.1024751634
538	0.1022443371
539	0.1020412669
540	0.1018553424
541	0.1016701735
542	0.101426988
543	0.1012650159
544	0.101032227
545	0.1008704484
546	0.1007141336
547	0.1005010557
548	0.1002657071
549	0.1000107528
550	0.0998660087
551	0.09969498882
552	0.0994342683
553	0.0993120662
554	0.09903451258
555	0.0988277545
556	0.09863388801
557	0.09840776235
558	0.09828522128
559	0.09806871787
560	0.09790597412
561	0.09779637921
562	0.09767459815
563	0.09753291204
564	0.09737288123
565	0.09717353015
566	0.09705740676
567	0.09698918714
568	0.09675634363
569	0.09659249896
570	0.09633649735
571	0.09612657422
572	0.09595812983
573	0.09579431486
574	0.09557881844
575	0.0954028415
576	0.09514296221
577	0.09500824839
578	0.09481424003
579	0.09471427883
580	0.09456611453
581	0.09434361806
582	0.09417953814
583	0.09407151505
584	0.09393527182
585	0.0937295985
586	0.09357565275
587	0.09341166511
588	0.09321390629
589	0.09299082676
590	0.09278477122
591	0.09259014044
592	0.09241141339
593	0.09224523979
594	0.09212478619
595	0.09196264899
596	0.09179735557
597	0.09159887749
598	0.09148117026
599	0.09123683957
600	0.09102126538
601	0.09079842288
602	0.09066729253
603	0.09051804333
604	0.09037451617
605	0.09017258088
606	0.0899681509
607	0.0898115128
608	0.0896443601
609	0.08949103955
610	0.08937598822
611	0.089214925
612	0.08900980864
613	0.08887799134
614	0.08875075028
615	0.08859272268
616	0.08836965682
617	0.08823573313
618	0.08809071579
619	0.0880166603
620	0.08789379862
621	0.08769551061
622	0.08749363956
623	0.08736414097
624	0.08716148794
625	0.08697082159
626	0.08685076389
627	0.08667699059
628	0.08653563254
629	0.08643984187
630	0.08624594886
631	0.0860671573
632	0.08595698568
633	0.08575471279
634	0.08565234958
635	0.08548708365
636	0.08533813462
637	0.08515649447
638	0.08497330294
639	0.0848234443
640	0.08466189126
641	0.08450419464
642	0.08432719094
643	0.08412478365
644	0.08397679022
645	0.08376302089
646	0.08352344917
647	0.08334178886
648	0.08318816911
649	0.08306417625
650	0.08287513159
651	0.0827847751
652	0.08267584212
653	0.08248898991
654	0.08236078896
655	0.0821903991
656	0.08207473183
657	0.08198800756
658	0.08192637939
659	0.08170306089
660	0.08149572969
661	0.08135340982
662	0.08123632516
663	0.08108190037
664	0.08092893565
665	0.08077607743
666	0.08063396546
667	0.08048227239
668	0.0802668532
669	0.08013377129
670	0.08005218213
671	0.0798793422
672	0.07969536732
673	0.07956165897
674	0.07950273146
675	0.07931079815
676	0.07918774557
677	0.07911127978
678	0.07903556213
679	0.07892504214
680	0.07879650358
681	0.07861196083
682	0.07842347644
683	0.07822350762
684	0.07808315326
685	0.07797771285
686	0.07775616342
687	0.077595269
688	0.07746193542
689	0.0773470906
690	0.07723698155
691	0.07708234873
692	0.07701961909
693	0.07694057946
694	0.07672368679
695	0.0765780397
696	0.07653590536
697	0.07647398988
698	0.07635008847
699	0.07624784806
700	0.07614733529
701	0.07605512366
702	0.07589958261
703	0.07576034754
704	0.07563223872
705	0.07553572699
706	0.07540569866
707	0.075269443
708	0.07504293416
709	0.07496631228
710	0.07483127026
711	0.07478023363
712	0.07463699945
713	0.07449227081
714	0.07434900155
715	0.07422993785
716	0.07410622348
717	0.07402128996
718	0.07386128168
719	0.07377566578
720	0.07366181387
721	0.07355088223
722	0.07340759198
723	0.07333532877
724	0.07321941618
725	0.07305912927
726	0.07288219769
727	0.07275105655
728	0.07265677264
729	0.07245650021
730	0.07229789715
731	0.07219537702
732	0.07213323141
733	0.07202982764
734	0.07193499589
735	0.07184855521
736	0.07173738198
737	0.07156497178
738	0.07148043278
739	0.07134664722
740	0.07120833322
741	0.07100482128
742	0.0708867853
743	0.07075207217
744	0.07056063061
745	0.07042893115
746	0.0703431687
747	0.07022590101
748	0.07007800041
749	0.06998163759
750	0.06984898762
751	0.06972509712
752	0.06959894427
753	0.06951051336
754	0.06936729037
755	0.06924865337
756	0.06910150297
757	0.06903862
758	0.06896474533
759	0.06882316406
760	0.06864845103
761	0.06853350869
762	0.06840722227
763	0.06825932581
764	0.06812042903
765	0.06805021614
766	0.06786497802
767	0.06780074991
768	0.06767638271
769	0.06756788914
770	0.0674489271
771	0.06734669775
772	0.06721853809
773	0.06716809157
774	0.0670273601
775	0.06688965279
776	0.06674058523
777	0.06662762262
778	0.06649771018
779	0.06632295365
780	0.06620725088
781	0.06608535614
782	0.06593960917
783	0.06576772126
784	0.06566575532
785	0.06560713433
786	0.0654815271
787	0.06541213486
788	0.06524612246
789	0.06513591603
790	0.06497291397
791	0.06483480414
792	0.06472527566
793	0.06460794057
794	0.06448408143
795	0.06430506844
796	0.06417847812
797	0.06401396475
798	0.06387874867
799	0.06381645484
800	0.06370940753
801	0.06355033509
802	0.06339054851
803	0.06326834863
804	0.06320098322
805	0.06311470761
806	0.06300220995
807	0.06283700162
808	0.06269204175
809	0.06262965164
810	0.06252591165
811	0.06236924537
812	0.06229372635
813	0.06214220927
814	0.06209970349
815	0.06205059631
816	0.06195346091
817	0.06184349828
818	0.06174657146
819	0.06168249004
820	0.06162592613
821	0.061465884
822	0.06133663613
823	0.06122095947
824	0.06110939449
825	0.06103491383
826	0.06094570964
827	0.06087299736
828	0.06078959713
829	0.06071156132
830	0.06061495041
831	0.06052096763
832	0.06043368198
833	0.06031787368
834	0.06025829141
835	0.06017588699
836	0.06011623096
837	0.06006881384
838	0.05999711408
839	0.05983722749
840	0.05971789899
841	0.05960014107
842	0.05955456486
843	0.05950147514
844	0.05943841757
845	0.05936591899
846	0.05924946394
847	0.05919338764
848	0.05904076052
849	0.05888838564
850	0.05881447325
851	0.0586887308
852	0.05858086075
853	0.05846074379
854	0.0583288327
855	0.05831829104
856	0.05817766828
857	0.05809216731
858	0.05799731346
859	0.05789714962
860	0.05777778755
861	0.05765326067
862	0.05756615294
863	0.05744731965
864	0.05740902971
865	0.05731887944
866	0.05722123709
867	0.05711309631
868	0.057023269
869	0.05695946164
870	0.05690559893
871	0.05681673138
872	0.05671870916
873	0.05657583537
874	0.05652545708
875	0.0564507206
876	0.05635300434
877	0.05627530268
878	0.0561794236
879	0.0560664998
880	0.05599614049
881	0.05590359444
882	0.05582252576
883	0.05571248192
884	0.05557596946
885	0.05546520013
886	0.05539746785
887	0.05532934202
888	0.05522707467
889	0.05510210052
890	0.0549996547
891	0.0549321712
892	0.05486023053
893	0.05481911148
894	0.05471710507
895	0.05458302404
896	0.05448748574
897	0.05441396759
898	0.05434884975
899	0.05427011734
900	0.05415770215
901	0.0540924832
902	0.05402594853
903	0.05399297922
904	0.05388416835
905	0.05376649414
906	0.05363926412
907	0.05354817552
908	0.0534987969
909	0.05341929701
910	0.05331141855
911	0.05319863869
912	0.05308436588
913	0.05303551811
914	0.05294445906
915	0.05285701401
916	0.05278217281
917	0.05269997656
918	0.05263758465
919	0.0525906673
920	0.05252797275
921	0.05239902159
922	0.0523553233
923	0.05224909843
924	0.05217171945
925	0.0520555252
926	0.05197343779
927	0.05190997604
928	0.05186401112
929	0.05179267231
930	0.05173893116
931	0.05169835704
932	0.05158746781
933	0.05150058344
934	0.05142096766
935	0.05130556588
936	0.05122306864
937	0.05115047833
938	0.05107680768
939	0.05099801213
940	0.0509473399
941	0.05084742124
942	0.05077400089
943	0.05069158859
944	0.05064101443
945	0.050551341
946	0.05048218
947	0.05035742575
948	0.05024364332
949	0.05014477447
950	0.05008139837
951	0.04998747982
952	0.04991164545
953	0.0498405141
954	0.04979087497
955	0.04973287585
956	0.04968648589
957	0.04960100178
958	0.04954720096
959	0.04950569403
960	0.04945750488
961	0.04937003247
962	0.04926408387
963	0.0491595463
964	0.04910083538
965	0.04901585035
966	0.04894552018
967	0.04891546494
968	0.04884136441
969	0.04878516366
970	0.0487261237
971	0.04866507929
972	0.0485686934
973	0.04851106711
974	0.04839818309
975	0.0483202774
976	0.04824229712
977	0.04816226901
978	0.04810567568
979	0.04806015887
980	0.04799389397
981	0.04791669401
982	0.04781222081
983	0.04771339161
984	0.04759120969
985	0.04755573132
986	0.04746970365
987	0.0474209657
988	0.04732564289
989	0.04732058554
990	0.04721342357
991	0.04713531303
992	0.04703175911
993	0.04696388109
994	0.04689051959
995	0.0468062313
996	0.04673079834
997	0.04667776733
998	0.04661291817
999	0.04656254334
